"Code de la région";"Libellé de la région";"Code du département";"Libellé du  département";"Code de la collectivité à statut particulier";"Libellé de la collectivité à statut particulier";"Code de la section - collectivité à statut particulier";"Libellé de la section - collectivité à statut particulier";"Code de la circonscription métropolitaine";"Libellé de la circonscription métropolitaine";"Nom de l'élu";"Prénom de l'élu";"Code sexe";"Date de naissance";"Code de la catégorie socio-professionnelle";"Libellé de la catégorie socio-professionnelle";"Date de début du mandat";"Libellé de la fonction";"Date de début de la fonction"
;;973;"Guyane";973;"Guyane";"03ZC8";"Guyane-Section De Basse-Mana";;;"STEENWINKEL";"Tiarrah";"F";1992-03-03;43;"Profession intermédiaire de la santé et du travail social";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;973;"Guyane";973;"Guyane";"03ZC8";"Guyane-Section De Basse-Mana";;;"THERESE";"Jocelyn";"M";1964-04-06;52;"Employé civil et agent de service de la fonction publique";2021-07-02;;
;;;;94;"Corse";;;;;"ACQUAVIVA";"Jean-Félix";"M";1973-03-19;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"ANGELINI";"Jean-Christophe";"M";1975-11-27;23;"Chef d'entreprise de 10 salariés ou plus";2021-07-02;;
;;;;94;"Corse";;;;;"ANTONINI";"Danielle";"F";1957-09-05;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"ARENA";"Jean-Baptiste";"M";1980-07-01;12;"Agriculteur sur moyenne exploitation";2021-07-02;;
;;;;94;"Corse";;;;;"ARRIGHI";"Véronique";"F";1974-01-23;43;"Profession intermédiaire de la santé et du travail social";2021-07-02;;
;;;;94;"Corse";;;;;"BATTESTINI";"Serena";"F";1977-08-20;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"BENEDETTI";"Paul-Félix";"M";1966-07-28;38;"Ingénieur et cadre technique d'entreprise";2021-07-02;;
;;;;94;"Corse";;;;;"BIANCUCCI";"Jean";"M";1948-05-08;21;"Artisan";2021-07-02;;
;;;;94;"Corse";;;;;"BICCHIERAY";"Didier";"M";1968-07-06;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"BORRI";"Jean-Marc";"M";1968-09-10;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"BORROMEI";"Vanina";"F";1978-08-10;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"BOZZI";"Valérie";"F";1982-03-18;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"BRANCA";"Marie-Claude";"F";1961-11-16;34;"Professeur, profession scientifique";2021-07-02;;
;;;;94;"Corse";;;;;"CAITUCOLI";"Paul-Joseph";"M";1969-04-23;33;"Cadre de la fonction publique";2021-07-02;;
;;;;94;"Corse";;;;;"CAMPANA";"Françoise";"F";1970-01-23;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"CASANOVA-SERVAS";"Marie-Hélène";"F";1969-01-04;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"CHIARELLI LUZI";"Vannina";"F";1971-09-28;37;"Cadre administratif et commercial d'entreprise";2021-07-02;;
;;;;94;"Corse";;;;;"COGNETTI TURCHINI";"Catherine";"F";1964-05-20;56;"Personnel des services directs aux particuliers";2021-07-02;;
;;;;94;"Corse";;;;;"COLOMBANI";"Anne-Marie";"F";1947-09-16;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"COLONNA";"Romain";"M";1982-02-21;34;"Professeur, profession scientifique";2021-07-02;;
;;;;94;"Corse";;;;;"COMBETTE";"Christelle";"F";1972-03-16;23;"Chef d'entreprise de 10 salariés ou plus";2021-07-02;;
;;;;94;"Corse";;;;;"DUVAL";"Santa";"F";1967-01-08;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"FAGNI";"Muriel";"F";1958-09-12;37;"Cadre administratif et commercial d'entreprise";2021-07-02;;
;;;;94;"Corse";;;;;"FILIPPI";"Petru Antone";"M";1991-07-24;34;"Professeur, profession scientifique";2021-07-02;;
;;;;94;"Corse";;;;;"FRANCISCI";"Lisa Annie";"F";1994-10-04;84;"Elève, étudiant";2021-07-02;;
;;;;94;"Corse";;;;;"GALLONI D'ISTRIA";"Evelyne";"F";1958-04-20;33;"Cadre de la fonction publique";2021-07-02;;
;;;;94;"Corse";;;;;"GHIONGA";"Pierre";"M";1957-09-05;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"GIABICONI";"Jean-Charles";"M";1973-05-29;23;"Chef d'entreprise de 10 salariés ou plus";2021-07-02;;
;;;;94;"Corse";;;;;"GIACOMETTI-PINEDDA";"Josepha";"F";1983-08-05;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2021-07-02;;
;;;;94;"Corse";;;;;"GUIDONI";"Pierre";"M";1959-01-01;86;"Personne diverse sans activité professionnelle de 60 ans et plus (sauf retraité)";2021-07-02;;
;;;;94;"Corse";;;;;"GUIDONI-DENSARI";"Frédérique";"F";1968-05-07;37;"Cadre administratif et commercial d'entreprise";2021-07-02;;
;;;;94;"Corse";;;;;"LE BOMIN";"Vanina";"F";1966-03-12;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2021-07-02;;
;;;;94;"Corse";;;;;"LE MAO";"Ghjuvan'Santu";"M";1981-10-29;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"LUCCHINI";"Jean-Jacques";"M";1964-04-13;11;"Agriculteur sur petite exploitation";2021-07-02;;
;;;;94;"Corse";;;;;"LUCCIONI";"Don Joseph";"M";1999-07-05;84;"Elève, étudiant";2021-07-02;;
;;;;94;"Corse";;;;;"LUCIANI";"Xavier";"M";1958-03-24;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"MARCHETTI";"Sandra";"F";1992-08-12;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"MARIOTTI";"Marie-Thérèse";"F";1963-09-17;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"MAUPERTUIS";"Marie-Antoinette";"F";1967-04-10;34;"Professeur, profession scientifique";2021-07-02;"Président de l'assemblée";2021-07-02
;;;;94;"Corse";;;;;"MELA";"Georges";"M";1960-04-29;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"MONDOLONI";"Jean-Martin";"M";1968-10-24;34;"Professeur, profession scientifique";2021-07-02;;
;;;;94;"Corse";;;;;"MOSCA";"Paula";"F";1976-11-25;34;"Professeur, profession scientifique";2021-07-02;;
;;;;94;"Corse";;;;;"NIVAGGIONI";"Nadine";"F";1962-02-13;37;"Cadre administratif et commercial d'entreprise";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;94;"Corse";;;;;"PANZANI";"Jean-Paul";"M";1949-04-11;77;"Ancien employé";2021-07-02;;
;;;;94;"Corse";;;;;"PEDINIELLI";"Chantal";"F";1964-07-02;43;"Profession intermédiaire de la santé et du travail social";2021-07-02;;
;;;;94;"Corse";;;;;"PIERI";"Marie-Anne";"F";1959-02-24;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"PIETRI";"Véronique";"F";1969-05-30;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"POLI";"Antoine";"M";1968-09-16;47;"Technicien";2021-07-02;;
;;;;94;"Corse";;;;;"POLI";"Pierre";"M";1958-01-13;75;"Ancienne profession intermédiaire";2021-07-02;;
;;;;94;"Corse";;;;;"PONZEVERA";"Juliette";"F";1982-03-17;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"POZZO DI BORGO";"Louis";"M";1977-04-24;33;"Cadre de la fonction publique";2021-07-02;;
;;;;94;"Corse";;;;;"QUASTANA";"Paul";"M";1951-04-29;74;"Ancien cadre";2021-07-02;;
;;;;94;"Corse";;;;;"SANTUCCI";"Anne-Laure";"F";1965-07-31;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"SAVELLI";"Jean-Michel";"M";1960-09-26;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"SAVELLI";"Joseph";"M";1986-03-27;55;"Employé de commerce";2021-07-02;;
;;;;94;"Corse";;;;;"SEATELLI";"Jean-Louis";"M";1947-02-22;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"SIMEONI";"Gilles";"M";1967-04-20;31;"Profession libérale";2021-07-02;"Président de l'organe exécutif";2021-07-02
;;;;94;"Corse";;;;;"SORBA";"François";"M";1972-07-28;23;"Chef d'entreprise de 10 salariés ou plus";2021-07-02;;
;;;;94;"Corse";;;;;"TERRIGHI";"Charlotte";"F";1955-11-09;37;"Cadre administratif et commercial d'entreprise";2021-07-02;;
;;;;94;"Corse";;;;;"TIBERI";"Julia";"F";1981-10-09;31;"Profession libérale";2021-07-02;;
;;;;94;"Corse";;;;;"VALDRIGHI";"Hervé";"M";1974-05-01;22;"Commerçant et assimilé";2021-07-02;;
;;;;94;"Corse";;;;;"VANNI";"Hyacinthe";"M";1968-10-27;47;"Technicien";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC1";"Guyane-Section De Cayenne";;;"CHONG-SIT";"Boris";"M";1972-04-11;31;"Profession libérale";2021-07-02;;
;;;;973;"Guyane";"03ZC1";"Guyane-Section De Cayenne";;;"DUCLONA";"Bernadette";"F";1983-02-14;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC1";"Guyane-Section De Cayenne";;;"SAID";"Patricia";"F";1962-10-04;62;"Ouvrier qualifié de type industriel";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC1";"Guyane-Section De Cayenne";;;"SERVILLE";"Gabriel";"M";1959-09-27;33;"Cadre de la fonction publique";2021-07-02;"Président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC2";"Guyane-Section De La Petite Couronne";;;"ARON";"Roger";"M";1954-04-25;74;"Ancien cadre";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC2";"Guyane-Section De La Petite Couronne";;;"LECHAT-VEGA";"Thibault";"M";1988-01-12;33;"Cadre de la fonction publique";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC3";"Guyane-Section De La Grande Couronne";;;"CRESSON-IBRIS";"Karine";"F";1974-06-17;52;"Employé civil et agent de service de la fonction publique";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC7";"Guyane-Section De Saint-Laurent-Du-Maroni";;;"AMERICAIN";"Jessi";"M";1989-04-08;37;"Cadre administratif et commercial d'entreprise";2021-07-02;;
;;;;973;"Guyane";"03ZC7";"Guyane-Section De Saint-Laurent-Du-Maroni";;;"CYRIAQUE";"Samantha";"F";1984-03-09;42;"Professeur des écoles, instituteur et assimilé";2021-07-02;"Vice-président de l'assemblée";2021-07-02
;;;;973;"Guyane";"03ZC7";"Guyane-Section De Saint-Laurent-Du-Maroni";;;"DESMANGLES";"Nelly";"F";1967-12-14;33;"Cadre de la fonction publique";2021-07-02;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"ABRAHAM";"Yannick";"M";1959-09-18;21;"Artisan";2022-04-01;"Vice-président de l'organe éxécutif";2022-04-01
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"ARROSSAMENA";"Gael";"M";1984-04-14;43;"Profession intermédiaire de la santé et du travail social";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"CORMIER ANDRÉ";"Jacqueline";"F";1960-07-19;74;"Ancien cadre";2022-04-01;"Vice-président de l'organe éxécutif";2022-04-01
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"COSTE";"Yannis";"M";1970-08-20;22;"Commerçant et assimilé";2022-04-01;"Vice-président de l'organe éxécutif";2022-04-01
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"DAGORT";"Allison";"F";1992-08-20;43;"Profession intermédiaire de la santé et du travail social";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"DESDOUETS";"Nolwen";"F";1998-08-19;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"DETCHEVERRY";"Franck";"M";1984-07-02;48;"Contremaître, agent de maîtrise";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"DETCHEVERRY";"Michel";"M";1959-06-01;77;"Ancien employé";2018-05-07;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"DETCHEVERRY-BILY";"Roselle";"F";1957-12-20;77;"Ancien employé";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"GUIBERT";"Corinne";"F";1968-07-15;35;"Profession de l'information, des arts et des spectacles";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"HARAN";"Naomi";"F";1997-03-13;55;"Employé de commerce";2022-04-01;"Vice-président de l'organe éxécutif";2022-04-01
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"LE BARS";"André";"M";1955-11-07;77;"Ancien employé";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"ORSINY";"Arnaud";"M";1974-02-05;37;"Cadre administratif et commercial d'entreprise";2022-04-01;"Membre de l'organe exécutif";2022-04-01
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"POIRIER ARROSSAMENA";"Nathalie";"F";1977-05-31;33;"Cadre de la fonction publique";2022-04-01;;
;;;;975;"Saint-Pierre-Et-Miquelon";;;;;"SALOMON";"Annick";"F";1966-09-27;37;"Cadre administratif et commercial d'entreprise";2022-04-01;;
;;;;977;"Saint-Barthélemy";;;;;"AUBIN";"Marie-Angèle";"F";1964-05-01;37;"Cadre administratif et commercial d'entreprise";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"BERNIER";"Marie-Hélène";"F";1974-10-09;22;"Commerçant et assimilé";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"BLANCHARD";"David";"M";1977-01-15;47;"Technicien";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"BOUREL";"Diana";"F";1960-06-04;31;"Profession libérale";2025-12-31;"Membre de l'organe exécutif";2025-12-31
;;;;977;"Saint-Barthélemy";;;;;"BRIN";"Jonas";"M";1984-11-28;38;"Ingénieur et cadre technique d'entreprise";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"COINTRE";"Bettina";"F";1981-06-12;42;"Professeur des écoles, instituteur et assimilé";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"DESOUCHES";"Maxime";"M";1963-04-07;37;"Cadre administratif et commercial d'entreprise";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"FERNANDES PEREIRA";"Sandra";"F";1992-04-14;31;"Profession libérale";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"GREAUX";"Olivier";"M";1980-08-07;33;"Cadre de la fonction publique";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"JACQUES";"Micheline";"F";1971-10-08;75;"Ancienne profession intermédiaire";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"LAKE";"Melissa";"F";1978-10-04;23;"Chef d'entreprise de 10 salariés ou plus";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"LAPLACE";"Rudy";"M";1986-05-04;23;"Chef d'entreprise de 10 salariés ou plus";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"LEDEE";"Dimitri";"M";1984-11-07;23;"Chef d'entreprise de 10 salariés ou plus";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"LEDEE";"Xavier";"M";1980-10-15;54;"Employé administratif d'entreprise";2022-03-27;"Président de l'assemblée";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"LEDEE";"Xavier";"M";1980-10-15;54;"Employé administratif d'entreprise";2022-03-27;"Président de l'organe exécutif";2022-04-03
;;;;977;"Saint-Barthélemy";;;;;"MATIGNON";"Francius";"M";1980-09-21;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"MINARRO";"Pascale";"F";1691-01-10;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"QUERRARD";"Fabrice";"M";1988-03-27;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;977;"Saint-Barthélemy";;;;;"QUESTEL";"Alexandra";"F";1993-10-01;81;"Chômeur n'ayant jamais travaillé";2022-03-27;"Membre de l'organe exécutif";2022-03-27
;;;;977;"Saint-Barthélemy";;;;;"RUBINO TESSIER";"Cécile";"F";1976-07-22;42;"Professeur des écoles, instituteur et assimilé";2025-02-27;;
;;;;978;"Saint-Martin";;;;;"BELDOR";"Martine";"F";1990-04-09;43;"Profession intermédiaire de la santé et du travail social";2022-03-27;"Membre de l'organe exécutif";2022-03-27
;;;;978;"Saint-Martin";;;;;"CHARVILLE";"Jules";"M";1952-11-21;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"COCKS";"Steven";"M";1994-02-22;31;"Profession libérale";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"DAMASEAU";"Valérie";"F";1983-11-04;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"DANIEL";"Arnel";"M";1962-12-27;31;"Profession libérale";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"DAVIS";"Bernadette";"F";1949-11-08;77;"Ancien employé";2022-03-27;"Vice-président de l'assemblée";2022-07-15
;;;;978;"Saint-Martin";;;;;"FONROSE";"Valérie";"F";1969-03-10;46;"Profession intermédiaire administrative et commerciale des entreprises";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"GIBBS";"Daniel";"M";1968-01-08;46;"Profession intermédiaire administrative et commerciale des entreprises";2022-03-27;"Membre de l'organe exécutif";2022-03-27
;;;;978;"Saint-Martin";;;;;"GIL";"Audrey";"F";1979-10-12;43;"Profession intermédiaire de la santé et du travail social";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"GROS-DESORMEAUX";"Alain";"M";1968-07-19;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"GUMBS";"Frantz";"M";1954-01-21;74;"Ancien cadre";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"LAURENCE";"Angeline";"F";1988-10-21;12;"Agriculteur sur moyenne exploitation";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"LOUISY";"Dominique";"F";1954-05-04;33;"Cadre de la fonction publique";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;978;"Saint-Martin";;;;;"MENARD";"Marc-Gerald";"M";1978-09-22;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"MUSSINGTON";"Louis";"M";1961-11-09;42;"Professeur des écoles, instituteur et assimilé";2022-03-27;"Président de l'assemblée";2022-03-27
;;;;978;"Saint-Martin";;;;;"NICOLAS-REMBOTTE";"Melissa";"F";1976-02-14;37;"Cadre administratif et commercial d'entreprise";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"PETIT";"Michel";"M";1950-02-09;74;"Ancien cadre";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;978;"Saint-Martin";;;;;"PHILIDOR";"Philippe";"M";1991-03-18;31;"Profession libérale";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"PÉTRUS";"Annick";"F";1961-01-05;42;"Professeur des écoles, instituteur et assimilé";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"RAMPHORT";"Marie Dominique";"F";1956-10-28;31;"Profession libérale";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"RICHARDSON";"Alain";"M";1963-08-31;54;"Employé administratif d'entreprise";2022-03-27;"Vice-président de l'assemblée";2022-03-27
;;;;978;"Saint-Martin";;;;;"SANCHEZ OROSCO";"Raphael";"M";1994-02-10;55;"Employé de commerce";2022-03-27;;
;;;;978;"Saint-Martin";;;;;"VENTHOU DUMAINE";"Bernadette";"F";1982-06-12;33;"Cadre de la fonction publique";2022-03-27;;
;;;;986;"Wallis Et Futuna";;;;;"BAUDRY";"Frédéric";"M";1967-10-01;42;"Professeur des écoles, instituteur et assimilé";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"FIAKAIFONU";"Palatina";"F";1967-12-30;33;"Cadre de la fonction publique";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"GAVEAU";"Charles";"M";1969-07-02;22;"Commerçant et assimilé";2023-02-05;;
;;;;986;"Wallis Et Futuna";;;;;"KELETOLONA";"Samuele";"M";1981-01-12;34;"Professeur, profession scientifique";2023-02-05;;
;;;;986;"Wallis Et Futuna";;;;;"KULIMOETOKE";"Mikaele";"M";1963-06-17;53;"Policier et militaire";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"LAGIKULA";"Malia Kialiki";"F";1981-09-19;35;"Profession de l'information, des arts et des spectacles";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"LELEIVAI";"Petelo";"M";1968-04-05;45;"Profession intermédiaire administrative de la fonction publique";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"MAILAGI";"Soane Paulo";"M";1978-10-17;46;"Profession intermédiaire administrative et commerciale des entreprises";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"MOTUKU";"Sosefo";"M";1965-08-03;46;"Profession intermédiaire administrative et commerciale des entreprises";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"MULIAKAAKA";"Munipoese";"M";1974-04-11;46;"Profession intermédiaire administrative et commerciale des entreprises";2017-03-26;"Président de l'assemblée";2022-03-25
;;;;986;"Wallis Et Futuna";;;;;"SEO";"Mikaele";"M";1971-12-27;45;"Profession intermédiaire administrative de la fonction publique";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"TAGANE";"Lavinia";"F";1989-05-09;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"TAUHAVILI";"Ronny";"M";1989-03-24;42;"Professeur des écoles, instituteur et assimilé";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"TAUKOLO";"Soane";"M";1972-11-21;52;"Employé civil et agent de service de la fonction publique";2023-02-05;;
;;;;986;"Wallis Et Futuna";;;;;"TOLUAFE";"Sosefo";"M";1981-04-30;37;"Cadre administratif et commercial d'entreprise";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"TUKUMULI";"Lafaele";"M";1972-11-05;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"UGATAI";"Sandrine";"F";1976-06-23;43;"Profession intermédiaire de la santé et du travail social";2022-03-20;;
;;;;986;"Wallis Et Futuna";;;;;"VAITOOTAI";"Atelea";"M";1962-12-12;21;"Artisan";2017-03-26;;
;;;;986;"Wallis Et Futuna";;;;;"VANAI";"Paino";"M";1964-08-23;33;"Cadre de la fonction publique";2022-03-20;"Vice-président de l'assemblée";2022-11-30
;;;;986;"Wallis Et Futuna";;;;;"VERGÉ";"Lauriane";"F";1980-07-04;22;"Commerçant et assimilé";2022-03-20;;
;;;;987;"Polynésie Française";;;;;"ARAIPU";"Vetea I Te Rai";"M";1976-06-13;34;"Professeur, profession scientifique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"ATGER-HOI";"Teumere";"F";1966-12-24;22;"Commerçant et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"BOUDOUANI EPSE CHAUMETTE";"Teave Leocadia";"F";1969-01-05;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"BOURGEOIS";"Frangelica";"F";1978-04-13;46;"Profession intermédiaire administrative et commerciale des entreprises";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"BROTHERSON";"Moetai";"M";1969-10-22;38;"Ingénieur et cadre technique d'entreprise";2023-05-11;"Président de l'organe exécutif";2023-05-11
;;;;987;"Polynésie Française";;;;;"BROWN";"Tahia";"F";1970-12-06;11;"Agriculteur sur petite exploitation";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"BUILLARD";"Michel";"M";1950-09-09;33;"Cadre de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"BUTCHER";"Yseult";"F";1968-03-04;22;"Commerçant et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"CHAILLOUX";"Steve";"M";1985-11-04;34;"Professeur, profession scientifique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"COWAN";"Mike";"M";1980-02-20;43;"Profession intermédiaire de la santé et du travail social";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"CROSS EPSE MORGANT";"Hinamoeura";"F";1988-09-04;31;"Profession libérale";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"FAIVRE ÉPSE TUAHU";"Vahinetua";"F";1963-04-16;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"FLOHR";"Henri";"M";1952-01-04;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"FLORES";"Bruno";"M";1969-09-09;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-05-11;"Vice-président de l'assemblée";2023-05-11
;;;;987;"Polynésie Française";;;;;"FLORES";"Rachelle Maire Nui";"F";1979-05-02;43;"Profession intermédiaire de la santé et du travail social";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"FREBAULT";"Joëlle";"F";1964-08-07;77;"Ancien employé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"FRITCH";"Edouard";"M";1952-01-04;33;"Cadre de la fonction publique";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"GALENON";"Minarii";"F";1956-02-13;85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"GARBUTT-HAREHOE";"Thilda";"F";1953-12-11;75;"Ancienne profession intermédiaire";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"GEROS";"Antony";"M";1956-07-22;33;"Cadre de la fonction publique";2023-05-11;"Président de l'assemblée";2023-05-11
;;;;987;"Polynésie Française";;;;;"HAITI";"Pascale";"F";1972-04-03;31;"Profession libérale";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"HAMBLIN";"Ueva";"M";1958-06-17;52;"Employé civil et agent de service de la fonction publique";2023-05-11;"Vice-président de l'assemblée";2023-05-11
;;;;987;"Polynésie Française";;;;;"HAUATA EPSE AH-MIN";"Lana Maite";"F";1971-01-26;42;"Professeur des écoles, instituteur et assimilé";2023-05-11;"Autre membre";2023-05-11
;;;;987;"Polynésie Française";;;;;"HOIORE";"Tevaipaea";"M";1987-03-05;42;"Professeur des écoles, instituteur et assimilé";2023-05-11;"Autre membre";2023-05-11
