"Code de la circonscription AFE";"Libellé la circonscription AFE";"Code de la circonscription consulaire";"Libellé de la circonscription consulaire";"Nom de l'élu";"Prénom de l'élu";"Code sexe";"Date de naissance";"Lieu de naissance";"Code de la catégorie socio-professionnelle";"Libellé de la catégorie socio-professionnelle";"Date de début du mandat";"Libellé de la fonction";"Date de début de la fonction"
10;"Afrique du Nord";1007;"Maroc - 3e circonscription";"REBECCHINI";"Martine";"F";1951-10-04;"MAROC";74;"Ancien cadre";2021-05-31;;
10;"Afrique du Nord";1007;"Maroc - 3e circonscription";"ROZIER";"Jean-Claude";"M";1943-11-17;"TUNISIE";74;"Ancien cadre";2021-05-31;;
10;"Afrique du Nord";1007;"Maroc - 3e circonscription";"TRIBOUART";"Catherine";"F";1960-02-20;"Troyes";74;"Ancien cadre";2021-05-31;"Président du conseil consulaire";2021-06-10
10;"Afrique du Nord";1008;"Maroc - 4e circonscription";"GEORGANDELIS";"Max";"M";1944-03-05;"MAROC";31;"Profession libérale";2021-05-31;;
10;"Afrique du Nord";1008;"Maroc - 4e circonscription";"GERVEREAU";"Caryl";"M";1972-07-08;"Metz";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-15
10;"Afrique du Nord";1008;"Maroc - 4e circonscription";"HOUSNI";"Fouad";"M";1975-02-06;"MAROC";37;"Cadre administratif et commercial d'entreprise";2023-01-01;;
10;"Afrique du Nord";1009;"Maroc - 5e circonscription";"ARNULF";"Nicolas";"M";1969-07-23;"SAINT MAUR DES FOSSES";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
10;"Afrique du Nord";1009;"Maroc - 5e circonscription";"BELBACHIR-BELCAID";"Khadija";"F";1957-01-02;"KENITRA";77;"Ancien employé";2021-05-31;"Président du conseil consulaire";2021-06-15
10;"Afrique du Nord";1009;"Maroc - 5e circonscription";"FREJ";"Isabelle";"F";1959-11-27;"La Tronche";45;"Profession intermédiaire administrative de la fonction publique";2021-05-31;;
10;"Afrique du Nord";1009;"Maroc - 5e circonscription";"LESCRAINIER";"Mathieu";"M";1986-02-26;"CANADA";34;"Professeur, profession scientifique";2021-05-31;;
10;"Afrique du Nord";1010;"Maroc - 6e circonscription";"DAGESCY";"Gilles";"M";1939-03-02;"MAROC";85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2021-05-31;"Président du conseil consulaire";2021-06-21
10;"Afrique du Nord";1010;"Maroc - 6e circonscription";"EL OUAFI";"Ghislaine";"F";1961-05-10;"MAROC";35;"Profession de l'information, des arts et des spectacles";2021-05-31;;
10;"Afrique du Nord";1010;"Maroc - 6e circonscription";"OULKHOUIR";"Mohamed";"M";1977-08-26;"MAROC";31;"Profession libérale";2021-05-31;;
10;"Afrique du Nord";1010;"Maroc - 6e circonscription";"REDDAD";"Mehdi";"M";1981-10-02;"MAROC";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
10;"Afrique du Nord";1010;"Maroc - 6e circonscription";"YOUMNI";"Abdelghani";"M";1965-12-10;"CASABLANCA";34;"Professeur, profession scientifique";2021-05-31;;
10;"Afrique du Nord";1011;"Tunisie, Libye";"BERGER-BEN NACEUR";"Madeleine";"F";1955-12-25;"TUNISIE";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;;
10;"Afrique du Nord";1011;"Tunisie, Libye";"CAIZERGUES";"Laurent";"M";1975-05-31;"Béziers";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
10;"Afrique du Nord";1011;"Tunisie, Libye";"JEMMALI";"Aïda";"F";1977-04-21;"TUNISIE";34;"Professeur, profession scientifique";2021-05-31;;
10;"Afrique du Nord";1011;"Tunisie, Libye";"VAUTRIN DJEDIDI";"Martine";"F";1954-07-16;"Pantin";74;"Ancien cadre";2021-05-31;;
10;"Afrique du Nord";1011;"Tunisie, Libye";"ZUCCHERO";"Michel";"M";1951-06-11;"TUNISIE";74;"Ancien cadre";2021-05-31;"Président du conseil consulaire";2021-06-16
11;"Afrique occidentale";1101;"Bénin";"ADJOVI ÉPOUSE AGBO";"Josiane";"F";1967-05-13;"BENIN";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-29
11;"Afrique occidentale";1101;"Bénin";"ATINDEHOU";"Arsène";"M";1988-07-19;"BENIN";47;"Technicien";2021-05-31;;
11;"Afrique occidentale";1101;"Bénin";"DORSO";"Luc";"M";1955-08-28;"DAHOMEY";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
11;"Afrique occidentale";1102;"Burkina Faso";"LE LOSQ OUEDRAOGO";"Françoise";"F";1955-04-02;"Granville";74;"Ancien cadre";2021-05-31;;
11;"Afrique occidentale";1102;"Burkina Faso";"OUÉDRAOGO";"Ousmane";"M";1976-07-19;"HAUTE-VOLTA";38;"Ingénieur et cadre technique d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-17
11;"Afrique occidentale";1102;"Burkina Faso";"VORON";"Martine";"F";1963-05-05;"Vichy";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
11;"Afrique occidentale";1103;"Côte d'Ivoire";"BERTHO";"Jackie";"F";1955-08-04;"Guérande";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
11;"Afrique occidentale";1103;"Côte d'Ivoire";"CHAPMAN";"Jacqueline";"F";1949-05-01;"CÔTE D'IVOIRE";31;"Profession libérale";2021-05-31;;
11;"Afrique occidentale";1103;"Côte d'Ivoire";"HEINTZ";"Baptiste";"M";1985-12-27;"Strasbourg";31;"Profession libérale";2021-05-31;;
11;"Afrique occidentale";1103;"Côte d'Ivoire";"MARTINATO";"Bruno";"M";1989-03-15;"Toulon";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
11;"Afrique occidentale";1103;"Côte d'Ivoire";"RUELLE";"Jean-Luc";"M";1952-04-01;"Bernay";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-25
11;"Afrique occidentale";1104;"Guinée";"BOUZIGUES";"Frédéric";"M";1967-02-12;"Tarbes";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-28
11;"Afrique occidentale";1105;"Mali";"BEILVERT";"Valérie";"F";1966-12-25;"Nantes";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2023-07-01
11;"Afrique occidentale";1105;"Mali";"MAÏGA";"Fatoumata";"F";1969-11-30;"SENEGAL";42;"Professeur des écoles, instituteur et assimilé";2023-07-01;;
11;"Afrique occidentale";1105;"Mali";"SUKHO";"Guy";"M";1967-11-08;"MALI";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
11;"Afrique occidentale";1106;"Mauritanie";"SYLLA";"Boubou";"M";1968-01-01;"MAURITANIE";34;"Professeur, profession scientifique";2021-05-31;"Président du conseil consulaire";2021-06-10
11;"Afrique occidentale";1107;"Niger";"JULLIEN";"Stéphane Romain";"M";1959-07-20;"Antony";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-21
11;"Afrique occidentale";1108;"Sénégal, Guinée-Bissau, Cap Vert";"BAHSOUN";"Hassan";"M";1944-12-20;"SÉNÉGAL";31;"Profession libérale";2021-05-31;;
11;"Afrique occidentale";1108;"Sénégal, Guinée-Bissau, Cap Vert";"KAOUK";"Balkis";"F";1949-10-02;"MAROC";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-10
11;"Afrique occidentale";1108;"Sénégal, Guinée-Bissau, Cap Vert";"LICCIONI";"Marie-Thérèse Dite Anne-Marie";"F";1962-07-13;"Bayonne";22;"Commerçant et assimilé";2022-01-01;;
11;"Afrique occidentale";1108;"Sénégal, Guinée-Bissau, Cap Vert";"SENAC";"Gérard";"M";1951-06-30;"Sérignac-Sur-Garonne";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
11;"Afrique occidentale";1108;"Sénégal, Guinée-Bissau, Cap Vert";"SOYERE";"Nicolas";"M";1979-03-29;"Rillieux-La-Pape";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
11;"Afrique occidentale";1109;"Togo, Ghana";"BÉGUÉ";"Jean-Christophe";"M";1966-09-25;"Suresnes";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-09
11;"Afrique occidentale";1109;"Togo, Ghana";"MAIZOUE";"Jean-Philippe";"M";1971-10-03;"Aix-En-Provence";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-15
11;"Afrique occidentale";1109;"Togo, Ghana";"MENSAH ATTOH";"Sylvain";"M";1961-02-17;"TOGO";31;"Profession libérale";2022-12-17;;
12;"Afrique centrale, australe et orientale";1201;"Afrique du Sud, Mozambique, Namibie, Bostwana";"BARRIERE-IZARD";"Alexandre";"M";1990-03-15;"Lavelanet";22;"Commerçant et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-15
12;"Afrique centrale, australe et orientale";1201;"Afrique du Sud, Mozambique, Namibie, Bostwana";"CLAQUIN";"Gaël";"M";1970-04-17;"Epinay-Sur-Seine";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-15
12;"Afrique centrale, australe et orientale";1201;"Afrique du Sud, Mozambique, Namibie, Bostwana";"SENNEPIN";"Cédric";"M";1980-01-19;"Le Creusot";37;"Cadre administratif et commercial d'entreprise";2024-01-11;;
12;"Afrique centrale, australe et orientale";1202;"Angola";"BENHAIM";"Avraham";"M";1958-11-19;"RABAT";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-28
12;"Afrique centrale, australe et orientale";1203;"Cameroun, Guinée équatoriale";"DUPLEIX";"Thierry";"M";1968-06-20;"CAMEROUN";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
12;"Afrique centrale, australe et orientale";1203;"Cameroun, Guinée équatoriale";"LELOUSTRE";"Olivier";"M";1974-07-21;"PARIS 16E ARRONDISSEMENT";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
12;"Afrique centrale, australe et orientale";1203;"Cameroun, Guinée équatoriale";"PIALOT MVOT";"Esther";"F";1961-05-15;"CAMEROUN";43;"Profession intermédiaire de la santé et du travail social";2021-05-31;"Président du conseil consulaire";2021-06-28
12;"Afrique centrale, australe et orientale";1204;"Comores";"MZÉ";"Djaouad";"M";1979-10-01;"COMORES";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-03
12;"Afrique centrale, australe et orientale";1205;"Congo";"BOULO";"Anne";"F";1976-04-16;"LA ROCHELLE";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-17
12;"Afrique centrale, australe et orientale";1205;"Congo";"CHANGARNIER";"Cyril";"M";1983-04-27;"Villeurbanne";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
12;"Afrique centrale, australe et orientale";1205;"Congo";"MARINI";"René";"M";1963-10-24;"CONGO";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-17
12;"Afrique centrale, australe et orientale";1206;"Djibouti";"MEUNIER";"Jean";"M";1945-12-07;"Les Pins";74;"Ancien cadre";2021-05-31;;
12;"Afrique centrale, australe et orientale";1206;"Djibouti";"PARDINA";"Eva";"F";1981-01-27;"Schoelcher";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;;
12;"Afrique centrale, australe et orientale";1206;"Djibouti";"SADEQUE";"Vincent";"M";1961-02-21;"DJIBOUTI";33;"Cadre de la fonction publique";2021-05-31;"Président du conseil consulaire";2021-08-30
12;"Afrique centrale, australe et orientale";1207;"Ethiopie, Soudan, Soudan du Sud";"GLEYZE";"Michel";"M";1971-01-11;"DJIBOUTI";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-16
12;"Afrique centrale, australe et orientale";1208;"Gabon";"LESPINAS";"Didier";"M";1954-12-15;"Coulounieix-Chamiers";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
12;"Afrique centrale, australe et orientale";1208;"Gabon";"REYNAUD";"Eliane";"F";1948-10-25;"Glun";46;"Profession intermédiaire administrative et commerciale des entreprises";2021-05-31;;
12;"Afrique centrale, australe et orientale";1208;"Gabon";"RIBERT";"Corine";"F";1961-09-21;"CONGO";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-24
12;"Afrique centrale, australe et orientale";1209;"Kenya, Ouganda, Rwanda, Burundi, Tanzanie, Zambie, Zimbabwe";"DEMOUSTIER";"Aude";"F";1954-09-28;"Vitry-Le-François";35;"Profession de l'information, des arts et des spectacles";2021-05-31;"Président du conseil consulaire";2021-06-17
12;"Afrique centrale, australe et orientale";1209;"Kenya, Ouganda, Rwanda, Burundi, Tanzanie, Zambie, Zimbabwe";"DOMELEVO ENTFELLNER";"Jean-Baka";"M";1982-08-30;"PARIS12";34;"Professeur, profession scientifique";2021-05-31;"Président du conseil consulaire";2021-06-21
12;"Afrique centrale, australe et orientale";1209;"Kenya, Ouganda, Rwanda, Burundi, Tanzanie, Zambie, Zimbabwe";"WAIDE";"Daniel";"M";1975-09-09;"FRANCE";42;"Professeur des écoles, instituteur et assimilé";2022-07-01;"Président du conseil consulaire";2022-08-04
12;"Afrique centrale, australe et orientale";1210;"Madagascar";"CHAOUI";"Jean-Daniel";"M";1947-06-06;"ROCHEFORT";77;"Ancien employé";2021-11-07;;
12;"Afrique centrale, australe et orientale";1210;"Madagascar";"FIDALY";"Houssen";"M";1981-10-08;"MADAGASCAR";22;"Commerçant et assimilé";2021-11-07;;
12;"Afrique centrale, australe et orientale";1210;"Madagascar";"FRASLIN";"Jean-Hervé";"M";1961-07-01;"PARIS18";23;"Chef d'entreprise de 10 salariés ou plus";2021-11-07;"Président du conseil consulaire";2021-11-09
12;"Afrique centrale, australe et orientale";1210;"Madagascar";"TADJER-FARAJALLAH";"Geneviève";"F";1961-10-18;"MADAGASCAR";22;"Commerçant et assimilé";2021-11-07;;
12;"Afrique centrale, australe et orientale";1211;"Maurice, Seychelles";"DE LOPPINOT";"Charles";"M";1965-07-08;"Montluçon";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
12;"Afrique centrale, australe et orientale";1211;"Maurice, Seychelles";"DUBOURG DE LA TOUR";"Xavier";"M";1960-07-09;"CAUDÉRAN";31;"Profession libérale";2021-05-31;;
12;"Afrique centrale, australe et orientale";1211;"Maurice, Seychelles";"GIRAUD-MALIVEL";"Michèle";"F";1942-04-13;"ROSE HILL";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-15
12;"Afrique centrale, australe et orientale";1211;"Maurice, Seychelles";"MACTOOM";"Parveen";"F";1968-07-17;"MAURICE";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
12;"Afrique centrale, australe et orientale";1212;"Nigéria";"GILBERT";"Yann";"M";1974-12-24;"Le Blanc-Mesnil";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-24
12;"Afrique centrale, australe et orientale";1213;"République centrafricaine";"GILBERT";"Jean-Charles";"M";1972-09-23;"Dinan";22;"Commerçant et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-01
12;"Afrique centrale, australe et orientale";1214;"République démocratique du Congo";"KATENDE";"Madeleine";"F";1961-11-28;"GUINÉE";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-09
12;"Afrique centrale, australe et orientale";1214;"République démocratique du Congo";"MÉRIAU";"Franck";"M";1963-05-14;"Lyon";34;"Professeur, profession scientifique";2021-05-31;;
12;"Afrique centrale, australe et orientale";1214;"République démocratique du Congo";"WAZNE";"Henry Yoan";"M";1970-10-21;"LIBÉRIA";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
12;"Afrique centrale, australe et orientale";1215;"Tchad";"MIALLIER";"Thierry";"M";1951-04-20;"Clermont-Ferrand";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;"Président du conseil consulaire";2021-06-29
13;"Asie centrale et Moyen-Orient";1301;"Arabie saoudite - 1re circonscription ( avec Yémen )";"BOUTHENET";"Elise";"F";1985-01-01;"Le Creusot";34;"Professeur, profession scientifique";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1301;"Arabie saoudite - 1re circonscription ( avec Yémen )";"CHAAYA";"Nadia";"F";1964-07-02;"CHIAH";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-16
13;"Asie centrale et Moyen-Orient";1301;"Arabie saoudite - 1re circonscription ( avec Yémen )";"EL AMERI";"Abdeljabbar";"M";1968-05-20;"MAROC";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1302;"Arabie saoudite - 2e circonscription ( avec Koweït )";"ABI RAMIA";"Mira";"F";1975-07-02;"TUNISIE";85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1302;"Arabie saoudite - 2e circonscription ( avec Koweït )";"LETANCHE";"Hugues";"M";1980-09-19;"LYON 4E ARRONDISSEMENT";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-23
13;"Asie centrale et Moyen-Orient";1302;"Arabie saoudite - 2e circonscription ( avec Koweït )";"SLAIMAN";"Zaïda";"F";1963-03-07;"GOURDON";22;"Commerçant et assimilé";2021-05-31;"Président du conseil consulaire";2021-06-07
13;"Asie centrale et Moyen-Orient";1303;"Emirats arabes unis, Oman";"GRIMA";"Gilles";"M";1964-06-20;"LYON 3E ARRONDISSEMENT";74;"Ancien cadre";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1303;"Emirats arabes unis, Oman";"MORIOU";"Isabelle";"F";1970-09-07;"Belfort";42;"Professeur des écoles, instituteur et assimilé";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1303;"Emirats arabes unis, Oman";"NASSIF";"Guillaume";"M";1983-10-14;"PARIS 5E ARRONDISSEMENT";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1303;"Emirats arabes unis, Oman";"RIGAUD";"Laurent";"M";1964-08-20;"Évian-Les-Bains";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-23
13;"Asie centrale et Moyen-Orient";1303;"Emirats arabes unis, Oman";"SEROL";"Hervé";"M";1970-05-19;"Roanne";31;"Profession libérale";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1304;"Iran, Pakistan, Afghanistan, Azerbaïdjan, Turkmenistan, Kazakhstan, Tadjikistan, Ouzbékistan, Kirghizstan";"FRANCAIS";"Anne-Sophie";"F";1974-09-16;"MAROC";31;"Profession libérale";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1304;"Iran, Pakistan, Afghanistan, Azerbaïdjan, Turkmenistan, Kazakhstan, Tadjikistan, Ouzbékistan, Kirghizstan";"MANECHE";"Baki";"M";1969-09-05;"IRAN";31;"Profession libérale";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1304;"Iran, Pakistan, Afghanistan, Azerbaïdjan, Turkmenistan, Kazakhstan, Tadjikistan, Ouzbékistan, Kirghizstan";"MEIMAND";"Armand";"M";1969-04-28;"IRAN";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-23
13;"Asie centrale et Moyen-Orient";1305;"Jordanie, Irak";"LEDGER-MOUSSALLAM";"Laurence";"F";1956-10-01;"JORDANIE";77;"Ancien employé";2021-05-31;"Président du conseil consulaire";2021-07-08
13;"Asie centrale et Moyen-Orient";1306;"Liban, Syrie";"ASSI";"Rola Marianne";"F";1983-06-12;"LIBAN";31;"Profession libérale";2023-01-11;;
13;"Asie centrale et Moyen-Orient";1306;"Liban, Syrie";"AYOUB";"Ghassan";"M";1954-02-22;"BEYROUTH";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-16
13;"Asie centrale et Moyen-Orient";1306;"Liban, Syrie";"LAMAH";"Lucas";"M";1975-03-15;"LIBAN";23;"Chef d'entreprise de 10 salariés ou plus";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1306;"Liban, Syrie";"NASSOUR";"Ziad";"M";1959-09-27;"LIBAN";31;"Profession libérale";2021-10-23;;
13;"Asie centrale et Moyen-Orient";1306;"Liban, Syrie";"REVERS-HADDAD";"Denise";"F";1940-03-26;"Varennes-Jarcy";86;"Personne diverse sans activité professionnelle de 60 ans et plus (sauf retraité)";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1307;"Qatar, Bahreïn";"HOUNGBO-MONTEVERDE";"Rosiane";"F";1981-10-08;"PARIS15";31;"Profession libérale";2021-05-31;;
13;"Asie centrale et Moyen-Orient";1307;"Qatar, Bahreïn";"SALHA";"Guillaume";"M";1968-11-19;"LIBAN";38;"Ingénieur et cadre technique d'entreprise";2021-05-31;"Président du conseil consulaire";2021-07-08
13;"Asie centrale et Moyen-Orient";1307;"Qatar, Bahreïn";"TORRIJOS";"Elena";"F";1980-06-06;"PARIS 14E ARRONDISSEMENT";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
14;"Israël et Territoires palestiniens";1401;"Israël et Territoires palestiniens - 1re circonscription";"ASSOUS";"Winston";"M";1945-05-24;"TUNISIE";86;"Personne diverse sans activité professionnelle de 60 ans et plus (sauf retraité)";2021-05-31;;
14;"Israël et Territoires palestiniens";1401;"Israël et Territoires palestiniens - 1re circonscription";"ASSULI";"Samantha";"F";1975-03-01;"PARIS 12E ARRONDISSEMENT";55;"Employé de commerce";2021-05-31;;
14;"Israël et Territoires palestiniens";1401;"Israël et Territoires palestiniens - 1re circonscription";"BELLAÏCHE";"Eric";"M";1958-12-10;"PARIS 10E ARRONDISSEMENT";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-10
14;"Israël et Territoires palestiniens";1401;"Israël et Territoires palestiniens - 1re circonscription";"KAMOUN";"Paul";"M";1953-08-21;"Neuilly-Sur-Seine";34;"Professeur, profession scientifique";2021-05-31;;
14;"Israël et Territoires palestiniens";1401;"Israël et Territoires palestiniens - 1re circonscription";"SEMHOUN";"Hélène";"F";1954-07-19;"ALGÉRIE";45;"Profession intermédiaire administrative de la fonction publique";2021-05-31;;
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"ALLOUCHE";"Robert";"M";1952-07-09;"ALGÉRIE";86;"Personne diverse sans activité professionnelle de 60 ans et plus (sauf retraité)";2021-05-31;"Président du conseil consulaire";2023-10-06
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"HABIB";"Johann";"M";1974-09-07;"PARIS12";31;"Profession libérale";2021-05-31;;
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"LEVY";"Claude";"M";1956-05-26;"PARIS10";31;"Profession libérale";2021-05-31;;
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"LEVY";"Elie";"M";1947-02-20;"ALEXANDRIE";72;"Ancien artisan, commerçant, chef d'entreprise";2021-05-31;;
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"MIMOUNI";"Pascale";"F";1973-09-30;"PARIS 11E ARRONDISSEMENT";33;"Cadre de la fonction publique";2021-05-31;;
14;"Israël et Territoires palestiniens";1402;"Israël et Territoires palestiniens - 2e circonscription";"POZNANSKI";"Daphna";"F";1950-06-03;"ORAN";31;"Profession libérale";2021-05-31;;
15;"Asie-Océanie";1501;"Australie, Fidji, Papouasie-Nouvelle-Guinée";"BRUNEL";"Caroline";"F";1978-05-31;"Villeneuve-Saint-Georges";31;"Profession libérale";2021-05-31;;
15;"Asie-Océanie";1501;"Australie, Fidji, Papouasie-Nouvelle-Guinée";"GRANGE";"Jean-Philippe";"M";1968-07-13;"Saint-Martin-D'Hères";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-29
15;"Asie-Océanie";1501;"Australie, Fidji, Papouasie-Nouvelle-Guinée";"LEGER";"Elise";"F";1989-02-13;"GOURDON";34;"Professeur, profession scientifique";2021-05-31;;
15;"Asie-Océanie";1501;"Australie, Fidji, Papouasie-Nouvelle-Guinée";"THOMANN";"Serge";"M";1960-03-24;"Colmar";35;"Profession de l'information, des arts et des spectacles";2021-05-31;;
15;"Asie-Océanie";1501;"Australie, Fidji, Papouasie-Nouvelle-Guinée";"VILLIÈRE";"Valérie";"F";1963-10-12;"Reims";52;"Employé civil et agent de service de la fonction publique";2021-05-31;;
15;"Asie-Océanie";1502;"Cambodge";"BOHEME";"Florian";"M";1984-11-20;"La Flèche";31;"Profession libérale";2021-05-31;;
15;"Asie-Océanie";1502;"Cambodge";"LESTIENNE";"Jean";"M";1951-07-04;"Menton";77;"Ancien employé";2021-05-31;;
15;"Asie-Océanie";1502;"Cambodge";"REMIGI";"Victor";"M";1950-04-16;"Marmande";31;"Profession libérale";2021-05-31;"Président du conseil consulaire";2021-06-18
15;"Asie-Océanie";1503;"Chine - 1re circonscription";"BAROUDJIAN";"Sevag";"M";1985-07-21;"paris 20";85;"Personne diverse sans activité professionnelle de moins de 60 ans (sauf retraité)";2023-07-01;;
15;"Asie-Océanie";1503;"Chine - 1re circonscription";"BASSIR";"David";"M";1971-08-10;"MAROC";34;"Professeur, profession scientifique";2021-05-31;"Président du conseil consulaire";2023-07-20
15;"Asie-Océanie";1503;"Chine - 1re circonscription";"CRESSARD";"Blandine";"F";1962-12-23;"La Garenne Colombes";37;"Cadre administratif et commercial d'entreprise";2021-12-30;;
15;"Asie-Océanie";1504;"Chine - 2e circonscription ( avec Mongolie et Corée du Nord )";"BODIN";"Ludovic";"M";1979-01-05;"Avranches";23;"Chef d'entreprise de 10 salariés ou plus";2022-10-25;;
15;"Asie-Océanie";1504;"Chine - 2e circonscription ( avec Mongolie et Corée du Nord )";"ONILLON";"Françoise";"F";1948-02-02;"Angers";31;"Profession libérale";2021-05-31;;
15;"Asie-Océanie";1504;"Chine - 2e circonscription ( avec Mongolie et Corée du Nord )";"PAJOT";"Franck";"M";1965-09-30;"Challans";34;"Professeur, profession scientifique";2021-05-31;"Président du conseil consulaire";2021-06-30
15;"Asie-Océanie";1505;"Chine - 3e circonscription";"DUPUIS";"Pierre-Yves";"M";1982-10-27;"Blois";37;"Cadre administratif et commercial d'entreprise";2021-05-31;;
15;"Asie-Océanie";1505;"Chine - 3e circonscription";"GUYON";"Marc";"M";1984-03-21;"Marseille";22;"Commerçant et assimilé";2021-05-31;;
15;"Asie-Océanie";1505;"Chine - 3e circonscription";"MARTIN";"Catya";"F";1969-05-28;"Villeneuve-Saint-Georges";37;"Cadre administratif et commercial d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-25
15;"Asie-Océanie";1505;"Chine - 3e circonscription";"TRAN-SAUTEDÉ";"Emilie";"F";1975-03-03;"CAMBODGE";34;"Professeur, profession scientifique";2021-05-31;;
15;"Asie-Océanie";1506;"Chine - 4e circonscription";"MALLET";"Guillaume";"M";1985-08-17;"Clermont-Ferrand";38;"Ingénieur et cadre technique d'entreprise";2021-05-31;"Président du conseil consulaire";2021-06-11
15;"Asie-Océanie";1506;"Chine - 4e circonscription";"POZZOBON";"Céline";"F";1988-11-13;"Toulouse";37;"Cadre administratif et commercial d'entreprise";2023-06-08;;
15;"Asie-Océanie";1506;"Chine - 4e circonscription";"VUATTOUX";"Romain";"M";1983-02-15;"FRANCE";34;"Professeur, profession scientifique";2022-05-13;;
